token,aap,frequency
adhams,0.08349624,116
seksobject,-0.06352786,116
superknap,0.099127576,116
natekenen,0.044771627,116
throat,-0.022658497,116
bollinger,0.082423985,116
stadskern,0.0772382,116
warmtebron,0.08969541,116
slagaderen,-0.043903884,116
dágen,-0.051386245,116
klassieks,0.11573888,116
stafofficieren,-0.027471643,116
straatleven,0.08669668,116
leaves,0.012328871,116
e.l.,0.020270739,116
pilotenbril,0.042080123,116
keukenkraan,-0.029790075,116
philharmonisch,0.18290405,116
eerstejaarsstudent,0.015652344,116
gegloeid,0.01419311,116
frode,-0.0651415,116
plonst,-0.019539094,116
stereotypes,-0.028046057,116
cowboyhoeden,0.022567146,116
overhemdblouse,0.06863651,116
antisemitisch,-0.018961877,116
pens.,-0.018422402,116
sjamanen,0.097635694,116
crewleden,0.028928224,116
bewegingssensoren,0.016287673,116
sens,0.06488885,116
een-nul,0.08940399,116
davidster,0.034430824,116
rookglas,0.039139483,116
dart,0.070447885,116
loonstrookje,0.019235238,116
inuit,-0.02206023,116
interpreteerden,0.00544779,116
schmid,-0.028881568,116
topfunctie,0.08072141,116
milieuactivisten,-0.068048,116
aleksandrov,-0.0017338675,116
windturbines,0.018430129,116
gedistilleerd,0.025378041,116
schrijverij,0.013328224,116
strapatsen,0.0072312057,116
inademden,0.048895773,116
topprestaties,0.07501429,116
roepies,0.013310468,116
pakistanen,-0.078364946,116
mitzy,0.09226875,116
medicijnflesje,0.039971445,116
khalils,-0.0021500066,116
dodenwake,-0.024492443,116
igors,-0.0088074915,116
kadertje,0.04026476,116
mardovia,0.09370958,116
marcion,-0.06792769,116
opgelatenheid,-0.027929008,116
shahirs,0.103598565,116
mangano,-0.096050285,116
mcvie,0.03558267,116
bra,0.047546066,116
bosma,0.0007185377,116
mutt,0.051553145,116
onsamenhangends,0.011218371,116
buurjongetje,0.023644645,116
kooten,0.04673812,116
neoliberalisme,-0.019421607,116
nieuwegein,0.040029354,116
kuznetsov,-0.037219588,116
oegstgeest,0.08400179,116
verzuilde,0.060445294,116
mathematics,0.029217854,116
kalil,0.034966648,116
bavaria,0.0650002,116
ethiopiërs,-0.01859016,116
flaherty,0.028019007,116
months,0.026297837,116
plantkunde,0.12015591,116
fredericka,0.05148091,116
niger,-0.006165739,116
seaton,0.06379987,116
priory,0.06351432,116
liffey,0.052589025,116
gjerstad,-0.039090924,116
tsjernysjevski,-0.034591816,116
omnibus,0.02558635,116
warhols,0.10012036,116
bellerive,0.07943534,116
gruijters,-0.013333021,116
habsburg,0.047514975,116
1661,0.07629741,116
bataven,0.024071246,116
dunregan,0.13767648,116
sheik,0.10196214,116
osbaldestone,0.045319293,116
francines,0.023322515,116
mog-urs,0.047782883,116
sjalot,0.04816764,116
mifti,-0.08708164,116
nagai,0.014222674,116
metameikos,0.103380114,116
guzmán,-0.056593493,116
hr.,0.007230283,116
flinders,0.0047103185,116
nanninga,-0.0056383833,116
fdp,-0.00011443347,116
boursé,-0.047114417,116
merkels,0.028346263,116
zangvogeltje,0.12717125,116
scruffy,-0.07392422,116
lutxo,-0.0653345,116
bissette,0.07303874,116
rawstorne,-0.065296836,116
cadmount,0.037547547,116
aud-box,0.032176666,116
henkenhaf,0.028831713,116
fowles,0.021312816,116
waris,-0.045323662,116
rönning,-0.021325402,116
pluralisme,0.05770526,116
snorri,0.069717675,116
delcanto,-0.13298647,116
simonetta,0.099532746,116
bilgrami,0.011094304,116
kitsune,-0.049661927,116
miesje,0.054757748,116
moreels,-0.039804697,116
katzenbach,-0.09936822,116
maldinia,0.13755184,116
dpi,-0.063416146,116
balford,0.035206392,116
parcifal,0.05752905,116
turine,-0.028174147,116
pookie,-0.011832496,116
brederodes,0.015405148,116
nri,0.019645683,116
vanoli,0.0019453205,116
blankers,0.008783232,116
gerti,0.023987532,116
franchesco,-0.0073347995,116
langjas,-0.011629291,116
moisés,-0.10979589,116
trenarrow,-0.059059914,116
hofsecretaris,0.03998869,116
amâncio,0.05494155,116
tweede-koning,0.010020018,116
biddista,0.07304326,116
mandelbrod,0.038278464,116
mahendra,0.05786991,116
audry,0.025375653,116
nikoloupolos,-0.12886906,116
friederikson,0.0067615956,116
biffen,0.01530711,116
zoethout,0.019265246,115
beschaafdheid,0.06883825,115
pijnkreet,-0.09597422,115
hayworth,0.083938256,115
wijdverspreid,0.043864563,115
luxeappartement,0.13688818,115
middagvoorstelling,0.04937342,115
chansons,0.16137153,115
valenciennes,-0.0065159164,115
tagliatelle,0.04901972,115
entrecote,0.048574112,115
groenplaats,0.004835739,115
gummetje,0.0028020283,115
connaught,0.047428176,115
afreden,-0.02137464,115
obsceens,0.0521694,115
stud,0.021407716,115
begrafenisplechtigheid,-0.027939288,115
traliedeur,-0.008705851,115
rimram,3.860891e-05,115
verpleegpost,-0.015690416,115
lusthof,0.14676797,115
wegsmijten,-0.03030989,115
verpleegstersopleiding,0.043420784,115
doorzakkende,0.016645577,115
rhodesië,-0.008625232,115
napluizen,-0.060909644,115
rijpende,0.11984059,115
subversief,-0.002747506,115
tafereeltjes,0.10068342,115
kantoorgedeelte,0.048166018,115
beijzelde,-0.018195897,115
haynes,-0.0020467956,115
chippendale,0.095501184,115
gekriebeld,0.0024655722,115
avenues,0.07652214,115
stelliger,-0.022407146,115
spree,0.021966157,115
lurkend,-0.018227242,115
fuifnummer,0.021805875,115
oplucht,-0.07225105,115
casco,0.044408374,115
fotogenieke,0.100668095,115
kuitbroek,0.05592131,115
boring,0.0037605576,115
beheksen,-0.06210059,115
onstilbaar,-0.0054941922,115
seriemoorden,-0.13219997,115
fora,0.019987851,115
rialtobrug,0.10549706,115
uiteenweek,0.040239178,115
interessantst,0.0492441,115
geautoriseerd,-0.031565443,115
moglie,0.06290216,115
opslagloods,-0.037359238,115
ontluikend,0.12957944,115
geselt,-0.021602772,115
tepelhoven,0.11089906,115
bewijszakje,-0.025470972,115
hagerstown,0.0054053366,115
oas,-0.083632246,115
kluitjes,-0.034213543,115
uitstallingen,0.092274375,115
doodvermoeid,-0.061582617,115
zedeloos,-0.044160202,115
onvermoed,0.093617536,115
slurpende,-0.06676231,115
wijsgeren,0.0611085,115
danse,0.06387736,115
draagriem,-0.037526097,115
deductie,0.028039142,115
mantelpakken,0.09412689,115
calandra,0.07327884,115
elze,-0.0129455365,115
huzarenstukje,0.0015284047,115
logees,0.07870474,115
2050,-0.0059857816,115
omgesmolten,-0.031084344,115
vergiften,-0.00586617,115
slingerbeweging,-0.0250706,115
dubbelloops,-0.105770156,115
heupbeweging,0.06653153,115
uitvouwde,0.034730677,115
postadres,0.072504625,115
tolweg,0.0077415407,115
citizen,0.049017094,115
uitdossen,0.025986798,115
stofkam,-0.05170235,115
moderns,0.08249498,115
aanklikte,0.015566584,115
debiteerde,0.007848039,115
oproepend,0.03716852,115
verassing,0.059103005,115
gevangenhielden,-0.011189438,115
koffiedronken,0.07277872,115
grazend,0.062139332,115
ziad,-0.030473057,115
opstropen,-0.0450333,115
êtes,0.042254813,115
bommetjes,-0.009352058,115
oosterbeek,0.04555708,115
dinant,0.012404392,115
verenkleed,0.09005679,115
"1,8",-0.0069328584,115
plantensoorten,0.098512985,115
watertemperatuur,0.11166382,115
relativerende,0.091397636,115
initiatiefnemers,0.030333221,115
9000,-0.001833532,115
"7,5",0.04988713,115
varley,-0.054586,115
livreiknechten,0.0051191584,115
kolenschop,0.024423053,115
groenfluwelen,0.0981531,115
sportverslaggever,0.06344816,115
fabrice,0.037764337,115
sportwagentje,0.09305176,115
freuds,0.045464404,115
rosenbaum,0.055160392,115
337,0.020982374,115
294,0.006334372,115
verwildering,-0.036981016,115
rookpauze,0.014845111,115
houtsoorten,0.12606326,115
niertjes,0.039063364,115
lispelt,-0.0033884794,115
bargedeelte,0.09496082,115
práchtig,0.16453461,115
hallucinerende,0.0031135827,115
sprookjesbos,0.0897172,115
vaticaanstad,0.06790532,115
townsville,0.029468931,115
afro-amerikanen,-0.026756763,115
onvolkomen,0.057675987,115
nieuwsredactie,0.05180923,115
bernies,-0.024647579,115
goddeloosheid,-0.08580698,115
onbewezen,-0.1071141,115
treasure,0.07804737,115
344,0.024018548,115
weckpotten,0.023451984,115
riotgun,-0.06340592,115
kantoorspullen,-0.007795535,115
territoriumdrift,-0.120060995,115
supervrouwelijk,0.18031181,115
promotors,0.057668068,115
spelprogramma,0.04846859,115
kaitlins,0.024467584,115
adoreerden,0.026424501,115
haventerrein,0.006169699,115
zeekaart,0.08090435,115
telefoonwinkel,0.052216202,115
gevangenenkamp,-0.08102463,115
feodaal,0.021493495,115
enclaves,0.052858025,115
lijpe,-0.050852094,115
regressie,0.004627019,115
singer-songwriter,0.13893038,115
welbepaalde,0.018221116,115
geëtaleerd,0.04882951,115
bijslaap,-0.020430356,115
sportleraar,-0.040664874,115
1827,0.044369027,115
essies,0.036401954,115
wegpinkte,-0.00875936,115
brandtrappen,-0.0105780605,115
raften,0.04683703,115
ghetto,-0.047310043,115
androgyn,0.07814756,115
retouradres,-0.022431962,115
drugshandelaren,-0.113765605,115
pachten,-0.013381101,115
optima,0.044126116,115
omhoogkijkt,0.028605696,115
koffiegeur,0.08845028,115
onbelemmerde,0.12984654,115
lichaamscellen,-0.012948513,115
baarmoederhalskanker,-0.12484442,115
verdedigingslinies,-0.036966857,115
svendsen,-0.043505117,115
andorra,0.068099156,115
eensgezinde,0.028275155,115
dooddoeners,-0.029876985,115
leeuwinnen,-0.08790412,115
waarheidsvinding,-0.020848501,115
gecastreerde,-0.071053274,115
kerstgeschenk,0.09857041,115
piekjes,0.074083745,115
modebewuste,0.07107541,115
reyne,0.05671052,115
klonterige,-0.0077930987,115
bekladde,-0.07987694,115
cancelen,-0.03994326,115
heelden,-0.061680652,115
schuldenaar,-0.06952963,115
nozems,-0.014555894,115
draaidag,0.036796667,115
buurtfeest,0.07800855,115
lurker,-0.0397408,115
rooftochten,-0.07223787,115
amputaties,-0.1485922,115
rhythm,0.11241815,115
abessinië,0.027031694,115
operateur,0.02891595,115
dubbelagent,-0.07480703,115
dientje,-0.011673983,115
satanisme,-0.04415059,115
hoestdrank,-0.0032788105,115
broodpudding,0.051344,115
onderzoekkamers,-0.014599834,115
aantrekkelijkst,0.08690496,115
schaduwiaanse,0.1025079,115
fonteintjes,0.0813997,115
bloeddruppel,-0.015299223,115
olieprijzen,0.0057658926,115
staatsbanket,0.07693292,115
vijfenzeventigste,0.06640427,115
flatteert,0.14040187,115
schaamtevolle,-0.1045694,115
overheidsinstellingen,0.038942456,115
dixit,-0.005442992,115
uitklapbare,0.039732404,115
drillen,-0.030380033,115
1809,0.021951422,115
academic,0.041996982,115
guller,0.07574164,115
paapse,-0.04975766,115
goedgekozen,0.056851655,115
improviseer,0.06694196,115
rechterbaan,0.010219887,115
onhoffelijk,-0.031510703,115
braadde,0.014124885,115
raff,0.08144456,115
equality,0.015030608,115
comparative,0.020118251,115
besmettelijks,-0.0674731,115
sportpaleis,0.0030001458,115
bankstellen,0.06926619,115
geldsom,0.057833657,115
bougainvillea,0.13156079,115
daendels,-0.035101257,115
kabaja,0.099289216,115
imiteerden,0.03222481,115
etoile,0.08991918,115
bovenklasse,0.0075794607,115
worms,-0.032489605,115
verkiezingsoverwinning,0.021214008,115
aanprezen,0.05676663,115
labyrinth,8.2392246e-05,115
westfall,0.10918985,115
vliegtuigmaatschappij,0.036496643,115
expat,0.06998842,115
uitdooft,-0.004056923,115
exterieur,0.12743233,115
crisissen,-0.05457551,115
ronddoolde,-0.013797075,115
idee-fixe,-0.041827768,115
pffft,-0.006101243,115
leegloopt,0.000732407,115
merles,-0.06860454,115
burgerlijkheid,0.033010766,115
sleutelhangers,0.009946916,115
chasseurs,-0.063036904,115
366,0.019927174,115
ratatouille,0.021738127,115
afgestruind,0.10460289,115
melkman,0.037695594,115
florijnen,0.038353607,115
gitaarles,0.11394763,115
oudburg,0.027416887,115
temend,0.025127487,115
parfumeur,0.12185174,115
wintervolk,-0.035637178,115
bijvoegsel,0.031367302,115
varus,-0.109488145,115
chocoladepasta,0.03442787,115
surften,0.08135022,115
stanislaw,-0.0035657063,115
mocha,0.092153385,115
protagonisten,0.006106958,115
swainshead,-0.039715264,115
bleeker,0.03858057,115
maakbaarheid,0.029349431,115
elektriserende,0.04573919,115
executieverkoop,-0.08013508,115
clermont,0.010129302,115
ploeterende,0.048390396,115
leonies,-0.050388247,115
weird,-0.0040642023,115
omissie,-0.048850387,115
daoud,-0.06662841,115
corbijn,0.08942109,115
federigo,-0.0002605468,115
coastal,-0.0022422522,115
otten,0.05749149,115
tallies,0.08106144,115
sekt,0.076057225,115
baikal,-0.10853083,115
fig,0.058587793,115
keeler,-0.01325603,115
overheidsfinanciën,0.036786713,115
noeleen,0.027599894,115
grievers,-0.15708032,115
litton,-0.023931686,115
baarhuisje,0.011638645,115
ripae,0.067164496,115
molyneux,0.022382393,115
birger,0.037776947,115
moszkowicz,-0.000775367,115
daele,-0.055773426,115
delanghe,-0.08034836,115
zha,0.0014062822,115
agricultural,0.018721223,115
musgrove,-0.07600385,115
kinderhulp,-0.05048581,115
amat,-0.027090479,115
escala,0.002422344,115
trevelyan,0.041500457,115
glenne,-0.12896231,115
vroman,0.019729175,115
crescentia,0.00017790776,115
rockdale,-0.06602204,115
boswinkel,0.03097744,115
arnim,0.0744943,115
borgs,-0.013578612,115
hobbejakken,-0.110644236,115
nicandro,0.009723488,115
zigeuzen,-0.0126973335,115
tiesenhausen,-0.043729108,115
gregoire,0.022841163,115
rinny,0.11919704,115
hofheim,-0.018524159,115
prinzler,-0.066299096,115
jits,-0.005193364,115
birkshaw,-0.077892125,115
tamima,0.027067242,115
bindels,-0.04607157,115
renia,0.09019734,115
christiansø,0.12332687,115
koremitsu,0.0421581,115
nyela,-0.08540508,115
sirje,0.002242513,115
bytebier,-0.0806233,115
rettenstein,0.029680032,115
donkeroranje,0.13305971,114
smoorheet,0.039276764,114
rijkeluiskind,0.0057162493,114
klauwpoten,0.054809496,114
frankrijks,0.05419633,114
fraudezaak,-0.06971493,114
fellatio,0.03459894,114
kotelet,-0.02583149,114
sunlight,0.09268166,114
arduinen,-0.01037927,114
maaksel,0.085311845,114
adverteerde,0.09258833,114
evian,0.06569065,114
zeem,-0.05387964,114
stilettohak,-0.05516936,114
viens,0.052318186,114
godverdomd,-0.06948685,114
margareth,0.05992167,114
wachte,-0.016106252,114
dyer,-0.015611045,114
voorzat,0.035666723,114
hóúdt,-0.041001476,114
huwelijkscadeaus,0.054904304,114
vergaapt,0.021148829,114
harwich,0.06521016,114
geloerd,-0.046678018,114
theepauze,0.02128128,114
instelt,-0.08252019,114
leaf,0.025789525,114
wrights,-0.049043402,114
doodsaaie,0.016890876,114
kart,-0.0073835845,114
vonkt,0.036783285,114
telefoondraden,-0.011685688,114
lesgeld,0.02547315,114
mestkever,0.0054954365,114
mensenschuw,-0.011498503,114
rijg,-0.07727498,114
schichten,-0.0005674735,114
spekjes,0.038366698,114
karmijnrood,0.057183642,114
klakkende,0.0013775425,114
migraineaanvallen,-0.08559041,114
victoire,0.07526394,114
goochelde,0.026509624,114
boodschappenwagentje,-0.009286126,114
zeekaarten,0.10431616,114
losgewoeld,-0.00045734644,114
kamervoorzitter,-0.022774093,114
magnetronmaaltijd,0.063846864,114
glansrol,0.059097543,114
aanfietsen,0.021011755,114
overijverig,-0.09770942,114
gemoedelijker,0.07033527,114
samenleefden,0.032788437,114
lichtpunten,0.085139796,114
gelieerde,-0.0080861,114
pingde,0.020391919,114
speelkameraad,0.078372,114
puinruimen,-0.04312785,114
hoefslagen,0.02501828,114
angsthazen,-0.11973512,114
weckpot,0.022332273,114
dennenhout,0.01237455,114
zondaren,-0.08616358,114
kos,0.018139161,114
doorgesleten,0.02464539,114
ontheiligd,-0.04823062,114
opschudde,0.046081755,114
woordloze,0.09945128,114
politiebewaking,-0.073697925,114
wandelgang,0.051698364,114
jaaaa,0.022739466,114
cijfercode,0.019383041,114
takkenbossen,-0.08529862,114
bierbrouwerij,0.019839957,114
halsader,-0.04990758,114
adelaides,0.054066762,114
cirkelbewegingen,0.031518653,114
helrode,0.037684496,114
afbrengt,0.016052127,114
rondsjouwen,-0.08455066,114
sprookjesfiguur,0.051244587,114
mám,-0.04276491,114
soberder,0.117586814,114
uithalend,-0.060250387,114
gevoelswaarde,0.067504495,114
tweedelige,0.087852135,114
ones,0.0178251,114
gelijkgezinden,0.070048176,114
dorpskern,0.074712366,114
wortelde,0.035879895,114
landverhuizers,-0.03293709,114
conversation,0.032352798,114
70.000,-0.022782616,114
overschaduwt,0.020114243,114
afketste,-0.050965328,114
wodka-martini,0.048658837,114
nikab,-0.040399566,114
gefrommeld,-0.05777315,114
fascinerendste,0.10969019,114
inhoudsloze,0.007595077,114
wadden,0.08243573,114
zuid-franse,0.12193598,114
köhler,0.008057909,114
karrenvrachten,0.032304652,114
verzamelnaam,0.030321538,114
kalven,-0.062080484,114
centralisatie,0.059986353,114
wereldtop,0.07868061,114
krulsnor,0.04629095,114
ongekleed,0.05017294,114
giebelen,-0.033884827,114
theoreticus,0.080084614,114
hollingsworth,0.05445724,114
wielerwedstrijd,0.05671281,114
zomernachten,0.13179308,114
pitbulls,-0.1307002,114
baronet,0.039474607,114
abrikooskleurig,0.115154594,114
ontluistering,-0.036937535,114
sigarettenpakje,-0.060923673,114
biography,0.034730468,114
303,0.003967628,114
annulering,0.052806586,114
pursuit,0.03652112,114
ijskasten,-0.01686079,114
ajo,-0.019081052,114
broodbeleg,0.063637786,114
middenpagina,0.05470168,114
hemelhoog,0.13004479,114
inbrengt,0.03241027,114
succesnummer,0.12007801,114
geboortedata,0.016962133,114
pershing,-0.027783105,114
ha-ha,-0.026762426,114
politieofficier,-0.038110044,114
fileermes,-0.049283754,114
opi,0.030039497,114
pst,-0.0022423156,114
ingedaald,0.041097548,114
maisveld,-0.07548796,114
sfo,-0.107410304,114
wink,0.04854781,114
bulldog,-0.009493016,114
werkpaarden,0.07751197,114
vriendschapsverzoek,0.003319529,114
liefkoost,0.04935358,114
makkelijkere,-0.038476147,114
kaartspelers,0.044788536,114
dolkomisch,-0.041836485,114
contramine,0.006046228,114
stripje,-0.027287388,114
openingsscène,0.064316235,114
trambaan,-0.025078343,114
sportclubs,0.062226027,114
ooggetuigenverslagen,-0.030445531,114
verruiming,0.086305395,114
gewiebel,-0.030624375,114
veelgebruikt,0.062559515,114
simpelheid,0.11324747,114
breuklijnen,-0.014743365,114
opstoppingen,-0.054196727,114
binnenvetter,-0.007201776,114
interneringskamp,-0.050928216,114
beveiligingsfirma,0.03165821,114
kadetjes,0.05513879,114
ingebakerd,0.04210956,114
babyhoofdje,0.07693847,114
flipt,-0.035184465,114
vooropliep,0.063363306,114
geestigheden,0.03435628,114
uitproestte,-0.010643159,114
assemblée,0.044822656,114
matin,0.055416405,114
reprise,0.09199306,114
fuge,0.10250546,114
blaasinstrumenten,0.11748324,114
ruurd,0.02942305,114
constellaties,0.09387033,114
appia,0.054825507,114
geneuried,0.10289678,114
raaskalde,-0.070664495,114
gt,0.05722706,114
ongedisciplineerde,0.0026860535,114
paarsrood,0.021153882,114
vliegwiel,0.022356205,114
eierstok,-0.05758527,114
ongeoefend,0.06197004,114
naijver,-0.03971322,114
moerassig,0.030437976,114
zadelt,-0.07080025,114
voorzeggen,0.009821363,114
ziekteverzekering,0.0023226142,114
kolonialen,-0.025628611,114
gelaagd,0.07460022,114
terechtkonden,0.0071167126,114
opkocht,0.03973241,114
postcoïtale,0.03517504,114
diavoorstelling,0.03508712,114
relief,0.04929587,114
röntgenstralen,-0.014911495,114
frommelen,-0.037290297,114
tuttebel,0.013966322,114
elektriciteitskabel,-0.05667457,114
reynauds,0.08626586,114
smokinghemd,-0.008724326,114
20ste,0.009440441,114
hulpgoederen,-0.03904874,114
hoofdeiland,0.063748464,114
abuelita,0.0884606,114
sellers,0.04816333,114
ondode,-0.13900934,114
snollen,-0.098825276,114
alcoholvergiftiging,-0.1313335,114
tweeëneenhalf,0.031648602,114
persbureaus,-0.02091521,114
daagse,0.053574547,114
uitdraagt,0.0591978,114
schilderswijk,0.011791972,114
halloweenfeest,0.06858699,114
bagatel,-0.031045742,114
kamergenootje,0.067034304,114
correspondeerden,0.0641752,114
onmenselijkheid,-0.11783153,114
vergaderzaaltje,0.05629521,114
voorjaarsavond,0.15982738,114
puimsteen,0.00025004148,114
aanmatiging,-0.036728173,114
milieuvervuiling,-0.09416213,114
minette,0.06316929,114
skelter,0.015681032,114
wachtlopen,-0.08470599,114
chaperonneren,0.018614769,114
hypothalamus,0.019720607,114
tsa,-0.073545076,114
aanwrijven,-0.08164766,114
depression,-0.026479334,114
poperinge,-0.0015534088,114
gecensureerde,-0.009025136,114
hazewind,-0.00086896867,114
countryzanger,0.07601281,114
handoplegging,-0.00165236,114
legerdienst,-0.0070537254,114
sverres,0.07345507,114
bwana,-0.007367693,114
boma,0.009466536,114
verkrachte,-0.13960628,114
garderobes,0.0068723485,114
lamskoteletjes,0.07976921,114
pluimpjes,0.06541108,114
bouwplan,0.086655565,114
natuurhistorisch,0.08266543,114
strozakken,-0.06859309,114
koortsdromen,-0.056676492,114
taartenwinkel,0.056573965,114
gunnars,-0.02355696,114
cliëntèle,0.100606404,114
paisly,0.0037907027,114
neerploffend,-0.008198617,114
voorgesneden,0.006012112,114
lockdown,-0.11265867,114
lijp,-0.074029714,114
garry,0.008357151,114
autoalarm,-0.098354876,114
gameboy,0.022121076,114
peppers,0.037901014,114
negligés,0.11172095,114
legerleider,0.007695161,114
brugmans,0.06754723,114
maret,0.05466093,114
370,0.012004435,114
eengezinswoningen,0.04210786,114
vuurpot,0.0027840436,114
oliesel,0.013007186,114
vromen,0.007983111,114
mediator,0.03377314,114
betuigingen,0.023815759,114
winkelierster,0.08367854,114
brittannische,-0.036012013,114
pok,-0.03783983,114
volksleger,-0.0014815554,114
regs,-0.010908756,114
styles,0.010179855,114
scherpschuttersgeweer,-0.013495784,114
zusterspost,0.0023839474,114
ordes,0.05905281,114
spruyt,0.017643765,114
gorcum,-0.0008093491,114
individualisering,0.053899124,114
rondlopend,-0.0065389755,114
doctrines,0.04428062,114
aggies,-0.029432505,114
bagestan,0.06563413,114
suske,0.048244465,114
onnovals,-0.043020003,114
co2-uitstoot,-0.03340283,114
cavani,-0.03497863,114
stadswacht,-0.13328798,114
christenheid,0.054068625,114
kaboel,-0.019188022,114
maagdenhuis,-0.0062727593,114
arlov,0.035614565,114
slaapstoornissen,-0.08595207,114
ingevette,0.040455114,114
juliannes,-0.029165708,114
cherise,0.0728658,114
masqué,0.09478958,114
kortzwaarden,-0.087534525,114
rabbits,-0.0084340125,114
liberal,0.055856396,114
yab,-0.0779347,114
parchman,-0.12134729,114
demidov,-0.025884684,114
papandreou,0.021840997,114
gaasbeek,0.04919257,114
civilis,-0.0145652145,114
mauritanië,0.012021013,114
wesseling,0.05787562,114
dudes,-0.023114536,114
wolfsburg,0.039111204,114
dionne,0.058363967,114
dukun,-0.019952986,114
shusha,0.014573702,114
punter,-0.021532316,114
cartesiaanse,0.04917506,114
schmalzler,0.014001683,114
vanderpol,-0.10054201,114
etherington,-0.01738225,114
dashiell,0.018431002,114
leonardi,0.02567492,114
nijinsky,0.06684305,114
rafaela,-0.060558952,114
holcombe,0.04770916,114
thistledown,0.11098808,114
ventralliaanse,-0.06724516,114
carstens,0.00085289776,114
ceimo,0.046162143,114
frondosa,0.03794825,114
zilvertand,-0.12753448,114
omke,-0.05002857,114
valieri,0.046290487,114
wigman,-0.0019166805,114
coralina,-0.0754595,114
alathea,0.027465714,114
anca,-0.081345186,114
k-bay,0.030601379,114
hawksley,0.08372532,114
brylees,0.09027972,114
gantz,0.04074243,114
kraaijvanger,0.03156273,114
boldo,-0.13774717,114
sleegers,-0.04129597,114
croswell,-0.08395908,114
beeck,-0.0052221008,114
trevente,0.052256294,114
etrusk,0.07329621,114
anthonius,0.09896508,114
hexham,0.020359777,114
gwillym,-0.07091367,114
algaria,0.09136376,114
najid,0.06027198,114
buitenliggers,-0.13466604,114
trevisan,0.036935642,114
leusink,-0.0199269,114
suraj,-0.020619635,114
xinqu,-0.010419458,114
pafke,-0.0658057,114
nadiya,-0.0498572,114
m'edda,-0.03541203,114
palliser,0.03936331,114
sayle,-0.050885443,114
pingbottom,0.02661492,114
kokinshū,0.031244263,114
honderdplussers,0.06360061,114
292,0.00670214,113
vertakten,0.028254695,113
losschudde,0.061320346,113
voorbeen,-0.031785566,113
rosewood,0.110156044,113
concentratieproblemen,-0.07449147,113
gedresseerde,-0.05784399,113
inspector,0.019201202,113
poirot,0.025327027,113
uitleefde,-0.009575285,113
verdikte,-0.009149976,113
opgebotst,-0.064936616,113
knalblauw,0.119380526,113
vrouwonvriendelijke,-0.08439017,113
boomloze,0.054050848,113
pantserde,-0.012949109,113
toewuivend,0.057789728,113
époque,0.1383046,113
aanhouder,0.013833933,113
uiteenzet,0.011794858,113
goudtinten,0.2130264,113
herfstig,0.0773647,113
gechat,0.042283755,113
metrohalte,0.039081916,113
atlassen,0.06634456,113
uitgroeit,0.017726876,113
marché,0.07580058,113
lindbergh,0.01698027,113
elektroshocks,-0.103329234,113
not.,0.058910705,113
keutel,-0.09318785,113
hanglamp,0.043831773,113
lallen,-0.03660395,113
zendknop,-0.004040405,113
flossen,-0.07815435,113
pekinees,-0.051601335,113
farc,-0.07130474,113
arbeidsverleden,0.046904437,113
camouflagepakken,-0.030087609,113
ejaculatie,-0.025174305,113
volksbuurt,0.0408096,113
pioneer,0.028907642,113
jean-louis,0.04921756,113
wijsneuzig,0.024106015,113
knedende,0.084436566,113
waterloop,0.04119835,113
scherfje,0.0005643591,113
malaya,0.02524934,113
repareerden,-0.021787487,113
omgekruld,0.003897868,113
zachtgekookte,0.03649729,113
schoepen,0.0003880188,113
omliep,-0.0036287084,113
mediums,0.011806689,113
vilde,-0.08590978,113
bengels,-0.008340828,113
uitgespannen,0.017650459,113
mieters,0.07530766,113
verstuiking,-0.06921147,113
maïspap,0.024766259,113
opdroogden,-0.012882348,113
d2,-0.0048609264,113
erfurt,0.04207408,113
tweetalige,0.112414464,113
cauldwell,0.010190371,113
verkoudheden,-0.12699968,113
tekstverwerker,0.01994315,113
zomerwind,0.08887012,113
romanum,0.07230723,113
kietel,-0.043066703,113
chats,0.027810302,113
waarschijnlijkst,0.002496343,113
joegoslaven,-0.05578404,113
lundin,-0.019884914,113
onaangetaste,0.1208927,113
stoers,0.048872568,113
vastgestoken,0.03073109,113
naslaan,-0.007159662,113
godslasterlijk,-0.07374528,113
bitchy,-0.059154034,113
platdrukte,0.0102297105,113
níemand,-0.011347514,113
koolzaad,0.09015956,113
vakantietijd,0.099604145,113
vrouwenogen,0.021876913,113
museumzaal,0.11331817,113
wiedde,0.049188506,113
glinsterends,0.052532956,113
koontjes,0.0713872,113
lere,0.031539872,113
tappelings,-0.055855867,113
flierefluiters,-0.037103884,113
wiese,-0.0023503583,113
behuild,-0.05515091,113
beschot,-0.06816329,113
oprechts,0.0872481,113
hossende,-0.0025942512,113
weggewist,-0.039697982,113
kòn,-0.072396114,113
nobelste,0.03452733,113
kwakende,0.03191442,113
overstromende,-0.00092869997,113
verwenden,0.025553681,113
modellencarrière,-0.0019813366,113
speldt,-0.09464862,113
leerlingenraad,0.060052566,113
universiteitscampus,0.054351408,113
zijwieltjes,-0.015631853,113
schooluniformen,0.043353617,113
gas-,-0.046880044,113
viale,0.055527244,113
346,0.016102072,113
afzenders,0.0076592355,113
afschermden,0.0644968,113
keelklank,0.022127062,113
vernederendste,0.009543374,113
oorlogsfilms,-0.031334713,113
leggers,0.017591596,113
equatoriaal,0.04646723,113
magneetjes,-0.042193457,113
apologie,0.041617528,113
zieden,-0.12266152,113
anarchisme,0.017283097,113
